orf1	gene1	type	orf2	gene2	descr	ref	evi
YEL003w	GIM4	genetic	YML124c	TUB3	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YML128c	MSC1	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL003w	GIM4	genetic	YMR055c	BUB2	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YMR078c	CTF18	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YMR109w	MYO5	Cell polarity	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YMR138w	CIN4	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YMR154c	RIM13	Meiosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YMR294w	JNM1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YMR299c	YMR299C	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YMR312w	ELP6	Pol II transcription	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YNL140c	YNL140C	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YNL294c	RIM21	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YNL298w	CLA4	Cell polarity	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YOL012c	HTZ1	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YOL116w	MSN1	Cell stress	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YOR023c	AHC1	Protein modification	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YOR026w	BUB3	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YOR058c	ASE1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YOR127w	RGA1	Cell polarity	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YOR216c	RUD3	Vesicular transport	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YOR264w	DSE3	Differentiation	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YOR265w	RBL2	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YOR266w	PNT1	Mitochondrion organization and biogenesis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YOR269w	PAC1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL003w	GIM4	genetic	YOR349w	CIN1	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YOR358w	HAP5	Pol II transcription	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YPL008w	CHL1	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YPL017c	YPL017C	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YPL018w	CTF19	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YPL155c	KIP2	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YPL161c	BEM4	Cell polarity	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YPL174c	NIP100	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YPL224c	MMT2	Small molecule transport	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YPL241c	CIN2	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YPL253c	VIK1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YPL269w	KAR9	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YPR023c	EAF3	Pol II Transcription	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YPR046w	MCM16	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YEL003w	GIM4	genetic	YPR046w	MCM16	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL003w	GIM4	genetic	YPR050c	YPR050C	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YEL003w	GIM4	genetic	YPR070w	MED1	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL003w	GIM4	genetic	YPR135w	CTF4	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL003w	GIM4	genetic	YPR141c	KAR3	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL061c	CIN8	genetic	YBL063w	KIP1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YBR107c	IML3	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YBR122c	MRPL36	Protein synthesis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YCL016c	DCC1	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL061c	CIN8	genetic	YCL016c	DCC1	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YCL029c	BIK1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL061c	CIN8	genetic	YCL029c	BIK1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YCR086w	CSM1	Meiosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YDR149c	YDR149C	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YDR150w	NUM1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YDR254w	CHL4	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YDR318w	MCM21	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL061c	CIN8	genetic	YDR318w	MCM21	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YDR424c	DYN2	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YDR435c	PPM1	Protein modification	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL061c	CIN8	genetic	YDR488c	PAC11	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YEL003w	GIM4	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL061c	CIN8	genetic	YER007w	PAC2	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL061c	CIN8	genetic	YER016w	BIM1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YER155c	BEM2	Cell polarity	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YER177w	BMH1	Differentiation	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YGL086w	MAD1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL061c	CIN8	genetic	YGL168w	HUR1	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YGR078c	PAC10	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YEL061c	CIN8	genetic	YGR188c	BUB1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL061c	CIN8	genetic	YGR229c	SMI1	Cell wall organization and biogenesis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YHR129c	ARP1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YJL013c	MAD3	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YJL030w	MAD2	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YJR053w	BFA1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YJR135c	MCM22	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YKL048c	ELM1	Cell polarity	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YKR054c	DYN1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YLL049w	YLL049W	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YLR200w	YKE2	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YEL061c	CIN8	genetic	YLR210w	CLB4	Cell cycle control	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YLR381w	CTF3	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YML094w	GIM5	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YML124c	TUB3	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YMR048w	CSM3	Meiosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YMR055c	BUB2	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YMR078c	CTF18	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YMR138w	CIN4	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YMR294w	JNM1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YMR299c	YMR299C	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YNL153c	GIM3	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YNL273w	TOF1	DNA repair	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YNL298w	CLA4	Cell polarity	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YOR014w	RTS1	Cell stress	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YOR195w	SLK19	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YOR265w	RBL2	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YOR269w	PAC1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YOR349w	CIN1	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YPL008w	CHL1	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YPL018w	CTF19	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YPL152w	RRD2	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YPL155c	KIP2	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YPL174c	NIP100	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YPL241c	CIN2	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YPR046w	MCM16	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YPR119w	CLB2	Cell cycle control	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YEL061c	CIN8	genetic	YPR135w	CTF4	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER007w	PAC2	genetic	YCL029c	BIK1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER007w	PAC2	genetic	YGL086w	MAD1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER007w	PAC2	genetic	YGR078c	PAC10	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YER007w	PAC2	genetic	YGR188c	BUB1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YER007w	PAC2	genetic	YJL030w	MAD2	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER007w	PAC2	genetic	YLR200w	YKE2	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YER007w	PAC2	genetic	YML094w	GIM5	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YER007w	PAC2	genetic	YML124c	TUB3	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YER007w	PAC2	genetic	YMR078c	CTF18	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YER007w	PAC2	genetic	YNL153c	GIM3	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YER007w	PAC2	genetic	YOR265w	RBL2	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YAL013w	DEP1	Lipid metabolism	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YBR095c	RXT2	Unknown	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YBR107c	IML3	Chromatin/chromosome structure	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YBR200w	BEM1	Cell polarity	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YBR231c	AOR1	Unknown	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YCL016c	DCC1	Chromatin/chromosome structure	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YCL029c	BIK1	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YCL060c	MRC1	DNA repair	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDL117w	CYK3	Cytokinesis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDL225w	SHS1	Cytokinesis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDR014w	RAD61	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDR149c	YDR149C	Unknown	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDR150w	NUM1	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDR159w	SAC3	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDR162c	NBP2	Cell polarity	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDR254w	CHL4	Chromatin/chromosome structure	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDR289c	RTT103	Unknown	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDR315c	IPK1	Lipid metabolism	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDR318w	MCM21	Chromatin/chromosome structure	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDR335w	MSN5	Nuclear-cytoplasmic transport	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDR359c	VID21	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDR360w	YDR360W	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDR383c	NKP1	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDR424c	DYN2	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YDR488c	PAC11	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YEL003w	GIM4	Cell structure	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YEL061c	CIN8	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YFR019w	FAB1	Lipid metabolism	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YGL086w	MAD1	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YGL163c	RAD54	DNA repair	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YGL173c	KEM1	RNA processing	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YGL211w	YGL211W	Unknown	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YGL216w	KIP3	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YGL217c	YGL217C	Unknown	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YGR078c	PAC10	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YGR188c	BUB1	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YGR200c	ELP2	Pol II transcription	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YGR228w	YGR228W	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YGR229c	SMI1	Cell wall organization and biogenesis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YGR270w	YTA7	Vacuolar organization and biogenesis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YHR111w	UBA4	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YHR129c	ARP1	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YHR191c	CTF8	Chromatin/chromosome structure	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YJL013c	MAD3	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YJL030w	MAD2	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YJL124c	LSM1	RNA turnover	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YJR053w	BFA1	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YJR135c	MCM22	Chromatin/chromosome structure	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YKL048c	ELM1	Cell polarity	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YKL110c	KTI12	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
